"COL0","COL1","COL2","COL3","COL4","COL5","COL6","COL7","COL8","COL9","COL10","COL11","COL12","COL13","COL14","COL15","COL16","COL17","COL18","COL19","COL20","COL21","COL22","COL23","COL24","COL25","COL26","COL27","COL28","COL29","COL30","COL31","COL32"
"5350378.20",4.00,755.00,1492.00,458000.00,1200.00,760.00,0.00,0.00,10.00,0.00,0.00,755.00,2.50,1695.00,60800.00,420.00,1235.00,160.00,765.00,575.00,665.00,285.00,375.00,255.00,25.00,10.00,90.00,0.00,36.70,17.70,735.00,705.00
"5350378.21",6.50,1035.00,1600.00,938000.00,1520.00,1035.00,665.00,175.00,130.00,45.00,10.00,5.00,3.50,3090.00,92000.00,835.00,2165.00,475.00,1390.00,810.00,1380.00,635.00,745.00,555.00,35.00,0.00,140.00,15.00,41.40,19.20,1540.00,1440.00
"5350378.22",6.90,875.00,1540.00,988000.00,1900.00,870.00,800.00,5.00,0.00,60.00,5.00,0.00,3.60,2705.00,93000.00,855.00,1940.00,450.00,1300.00,790.00,1160.00,495.00,665.00,505.00,35.00,20.00,90.00,20.00,40.70,19.50,1415.00,1310.00
"5350378.23",6.40,1295.00,1628.00,884000.00,1040.00,1280.00,635.00,95.00,55.00,120.00,25.00,325.00,3.00,3430.00,91000.00,715.00,2745.00,320.00,1775.00,860.00,1915.00,740.00,1175.00,850.00,100.00,10.00,200.00,25.00,47.40,16.50,1970.00,1865.00
"5350378.24",4.70,2140.00,1366.00,658000.00,1264.00,2125.00,450.00,195.00,275.00,95.00,295.00,820.00,2.60,5000.00,68500.00,1195.00,3885.00,470.00,2290.00,1435.00,2480.00,1085.00,1395.00,1095.00,90.00,15.00,185.00,10.00,41.80,18.70,2615.00,2460.00
"5350378.25",6.40,1835.00,2254.00,952000.00,2040.00,1865.00,1200.00,300.00,215.00,130.00,10.00,0.00,4.10,6280.00,121000.00,1350.00,4835.00,655.00,3375.00,1885.00,3000.00,1430.00,1565.00,1180.00,100.00,35.00,245.00,15.00,54.60,15.20,3990.00,3820.00
"5350378.26",6.70,1240.00,2260.00,1030000.00,1760.00,1215.00,995.00,0.00,195.00,20.00,0.00,5.00,4.00,4115.00,126000.00,920.00,3295.00,485.00,2240.00,1355.00,1965.00,835.00,1125.00,840.00,115.00,10.00,125.00,35.00,53.60,14.30,2635.00,2530.00
"5350378.27",6.10,1525.00,2080.00,852000.00,1860.00,1530.00,580.00,255.00,495.00,185.00,5.00,0.00,3.60,4605.00,111000.00,980.00,3620.00,445.00,2685.00,1335.00,2320.00,1095.00,1225.00,960.00,60.00,30.00,165.00,10.00,58.50,14.00,3135.00,3005.00
"5350378.28",6.70,1930.00,1796.00,899000.00,1236.00,1930.00,1105.00,120.00,240.00,440.00,15.00,0.00,3.60,5865.00,111000.00,1080.00,4785.00,545.00,3075.00,1850.00,3020.00,1610.00,1410.00,1010.00,130.00,35.00,210.00,25.00,49.50,15.90,3455.00,3300.00
"5350400.02",8.20,1860.00,2022.00,1208000.00,1880.00,1875.00,1740.00,30.00,50.00,45.00,15.00,0.00,3.10,4915.00,140000.00,500.00,4365.00,135.00,2880.00,1195.00,3195.00,1195.00,2000.00,1440.00,125.00,35.00,360.00,45.00,56.10,12.90,3135.00,3050.00
"5350400.03",7.70,950.00,1920.00,1270000.00,1680.00,940.00,790.00,0.00,70.00,65.00,20.00,0.00,3.00,2435.00,125000.00,375.00,2115.00,135.00,1375.00,570.00,1580.00,585.00,995.00,675.00,45.00,0.00,230.00,40.00,50.40,13.40,1450.00,1370.00
"5350400.04",7.10,705.00,1790.00,1160000.00,1640.00,725.00,510.00,0.00,80.00,30.00,10.00,100.00,2.70,1655.00,97000.00,230.00,1295.00,80.00,905.00,405.00,905.00,295.00,610.00,420.00,45.00,15.00,115.00,20.00,53.30,9.90,910.00,910.00
"5350400.06",7.80,1025.00,1972.00,1166000.00,2040.00,1030.00,755.00,95.00,155.00,15.00,5.00,0.00,2.90,2540.00,131000.00,245.00,2325.00,75.00,1535.00,750.00,1590.00,615.00,970.00,610.00,100.00,40.00,165.00,50.00,53.00,9.90,1520.00,1485.00
"5350400.07",7.90,1180.00,2064.00,1292000.00,1920.00,1175.00,1010.00,40.00,70.00,25.00,35.00,0.00,2.80,2755.00,128000.00,305.00,2425.00,75.00,1535.00,710.00,1725.00,655.00,1070.00,750.00,50.00,30.00,225.00,20.00,55.00,7.70,1630.00,1595.00
"5350400.08",5.40,1395.00,1816.00,1164000.00,1212.00,1425.00,490.00,90.00,45.00,60.00,140.00,605.00,2.10,2635.00,59600.00,605.00,2075.00,155.00,1165.00,780.00,1345.00,665.00,685.00,460.00,65.00,15.00,145.00,0.00,43.40,9.70,1295.00,1280.00
"5350400.11",6.80,1560.00,2006.00,1115000.00,1640.00,1560.00,1125.00,0.00,40.00,365.00,25.00,0.00,3.80,5075.00,112000.00,1210.00,3865.00,600.00,2605.00,1490.00,2405.00,950.00,1460.00,1095.00,75.00,30.00,240.00,20.00,48.40,17.80,2985.00,2860.00
"5350400.12",7.20,2240.00,1774.00,1093000.00,1640.00,2195.00,1730.00,0.00,165.00,105.00,10.00,190.00,3.00,5735.00,106000.00,920.00,4890.00,285.00,3265.00,1535.00,3395.00,1405.00,1995.00,1430.00,150.00,40.00,340.00,35.00,48.60,12.80,3240.00,3155.00
"5350400.13",6.00,1650.00,2136.00,1011000.00,1680.00,1650.00,1035.00,90.00,5.00,255.00,140.00,125.00,3.90,5260.00,105000.00,1305.00,3960.00,755.00,2750.00,1580.00,2435.00,1030.00,1400.00,1040.00,75.00,15.00,260.00,15.00,49.90,19.10,3250.00,3070.00
"5350400.14",7.20,1495.00,1900.00,1184000.00,1120.00,1495.00,1035.00,0.00,0.00,445.00,15.00,0.00,3.70,4815.00,102000.00,1405.00,3415.00,725.00,2270.00,1300.00,2160.00,1035.00,1125.00,855.00,55.00,25.00,180.00,15.00,45.30,19.30,2700.00,2540.00
"5350400.15",7.90,1595.00,1892.00,1184000.00,1960.00,1560.00,1245.00,5.00,265.00,40.00,0.00,0.00,2.90,3830.00,130000.00,430.00,3480.00,120.00,2230.00,950.00,2560.00,910.00,1650.00,1065.00,90.00,40.00,400.00,45.00,55.60,10.10,2420.00,2365.00
"5350400.16",7.60,1455.00,2064.00,1288000.00,2100.00,1455.00,1415.00,0.00,0.00,35.00,0.00,0.00,3.60,4505.00,148000.00,725.00,3775.00,210.00,2635.00,1150.00,2660.00,925.00,1740.00,1260.00,85.00,50.00,295.00,45.00,56.70,12.80,2925.00,2820.00
"5350400.17",6.10,1180.00,2020.00,1078000.00,1370.00,1165.00,535.00,5.00,0.00,610.00,15.00,0.00,3.80,3665.00,94000.00,820.00,2860.00,455.00,2010.00,1285.00,1605.00,760.00,835.00,580.00,75.00,30.00,135.00,15.00,50.00,18.30,2250.00,2115.00
"5350400.18",5.70,685.00,1940.00,1052000.00,1170.00,705.00,285.00,0.00,0.00,315.00,5.00,95.00,3.50,2050.00,80000.00,695.00,1340.00,400.00,860.00,585.00,775.00,440.00,340.00,225.00,25.00,15.00,65.00,10.00,45.70,11.80,1055.00,1015.00
"5350400.19",6.20,3655.00,2224.00,966000.00,2228.00,3655.00,1120.00,625.00,1425.00,220.00,165.00,110.00,3.10,8815.00,117000.00,1110.00,7705.00,350.00,5905.00,2115.00,5620.00,1830.00,3790.00,2640.00,255.00,60.00,775.00,60.00,61.80,10.20,6075.00,5930.00
"5350400.20",7.10,1545.00,2588.00,1142000.00,2560.00,1570.00,1045.00,140.00,375.00,10.00,0.00,0.00,3.70,4310.00,128000.00,615.00,3530.00,280.00,2780.00,1020.00,2530.00,840.00,1690.00,1250.00,85.00,30.00,290.00,35.00,63.00,9.70,2885.00,2805.00
"5350400.21",5.30,1015.00,2172.00,942000.00,2120.00,1020.00,605.00,60.00,150.00,115.00,85.00,5.00,3.00,2380.00,102000.00,345.00,2115.00,140.00,1685.00,570.00,1555.00,470.00,1085.00,750.00,50.00,15.00,235.00,35.00,57.10,16.40,1680.00,1605.00
"5350400.22",7.10,2640.00,2628.00,1220000.00,2180.00,2640.00,2090.00,290.00,235.00,20.00,5.00,0.00,3.90,8205.00,137000.00,1515.00,6685.00,620.00,4860.00,2395.00,4345.00,1710.00,2630.00,1770.00,160.00,95.00,565.00,45.00,56.60,10.90,5200.00,5035.00
"5350400.23",6.10,2810.00,2386.00,1178000.00,1970.00,2810.00,1655.00,460.00,100.00,160.00,10.00,420.00,3.80,8645.00,112000.00,1825.00,6820.00,900.00,4980.00,2435.00,4445.00,1550.00,2895.00,2075.00,150.00,90.00,545.00,35.00,53.10,16.10,5470.00,5185.00
"5350401.04",6.80,970.00,1572.00,1024000.00,1480.00,965.00,640.00,185.00,0.00,110.00,25.00,5.00,3.20,2700.00,95000.00,605.00,2215.00,315.00,1380.00,810.00,1420.00,705.00,715.00,520.00,30.00,15.00,145.00,0.00,44.60,18.00,1530.00,1455.00
"5350401.05",3.20,1720.00,1616.00,597000.00,1828.00,1720.00,5.00,0.00,15.00,5.00,0.00,1700.00,1.90,2895.00,58800.00,380.00,2575.00,125.00,1900.00,590.00,2000.00,665.00,1335.00,890.00,50.00,25.00,340.00,35.00,53.50,13.40,1825.00,1750.00
"5350401.06",7.00,2085.00,2260.00,1538000.00,2400.00,2115.00,1510.00,20.00,540.00,35.00,5.00,15.00,2.90,5235.00,103000.00,580.00,4440.00,200.00,2970.00,1185.00,3270.00,895.00,2370.00,1560.00,120.00,45.00,600.00,50.00,51.20,12.70,2955.00,2830.00
"5350401.07",7.20,1465.00,2336.00,1636000.00,1820.00,1480.00,1075.00,0.00,160.00,30.00,215.00,0.00,2.70,3440.00,113000.00,455.00,2960.00,55.00,1915.00,675.00,2295.00,640.00,1655.00,1165.00,120.00,35.00,300.00,40.00,47.40,12.70,1855.00,1790.00
"5350401.08",8.00,1085.00,2460.00,1684000.00,2560.00,1050.00,840.00,55.00,145.00,5.00,10.00,0.00,3.10,2715.00,130000.00,340.00,2580.00,60.00,1700.00,655.00,1940.00,515.00,1420.00,965.00,75.00,30.00,310.00,45.00,49.40,12.40,1650.00,1555.00
"5350401.09",6.40,2730.00,1870.00,1236000.00,2130.00,2730.00,1335.00,0.00,635.00,45.00,0.00,715.00,2.90,6905.00,97000.00,835.00,6075.00,220.00,3910.00,1775.00,4340.00,1225.00,3110.00,2100.00,120.00,75.00,715.00,100.00,46.70,13.60,3730.00,3595.00
"5350401.10",7.80,1440.00,1962.00,1416000.00,2160.00,1450.00,1165.00,0.00,210.00,65.00,5.00,0.00,3.10,3920.00,122000.00,410.00,3415.00,80.00,2180.00,920.00,2500.00,770.00,1730.00,1155.00,85.00,25.00,425.00,45.00,53.10,13.80,2355.00,2250.00
"5350401.11",6.90,1805.00,1814.00,1145000.00,1340.00,1790.00,1315.00,0.00,0.00,470.00,5.00,0.00,3.60,5405.00,102000.00,1220.00,4160.00,585.00,2805.00,1655.00,2525.00,1155.00,1370.00,965.00,115.00,30.00,240.00,15.00,44.80,19.70,3000.00,2865.00
"5350401.13",5.30,2410.00,1470.00,878000.00,1276.00,2375.00,1245.00,0.00,45.00,455.00,10.00,620.00,2.90,5985.00,69500.00,2050.00,4165.00,975.00,2570.00,1840.00,2380.00,1135.00,1245.00,940.00,70.00,20.00,215.00,10.00,37.80,19.10,2900.00,2695.00
"5350401.14",8.20,2255.00,2072.00,1558000.00,2040.00,2260.00,2170.00,5.00,0.00,75.00,0.00,5.00,3.30,6435.00,135000.00,780.00,5655.00,200.00,3645.00,1630.00,4040.00,1175.00,2860.00,1870.00,185.00,75.00,660.00,80.00,50.80,10.90,3670.00,3580.00
"5350401.15",5.80,1155.00,1732.00,890000.00,2060.00,1140.00,610.00,0.00,0.00,15.00,0.00,510.00,2.40,2420.00,89000.00,405.00,2035.00,110.00,1200.00,620.00,1440.00,520.00,920.00,605.00,70.00,0.00,215.00,25.00,43.60,15.10,1255.00,1220.00
"5350401.17",7.70,935.00,1948.00,1480000.00,1420.00,970.00,840.00,0.00,0.00,120.00,5.00,0.00,3.50,2925.00,100000.00,540.00,2155.00,245.00,1400.00,800.00,1390.00,540.00,855.00,585.00,45.00,40.00,160.00,25.00,47.10,12.70,1460.00,1435.00
"5350401.18",3.50,4520.00,1792.00,726000.00,1882.00,4480.00,370.00,5.00,235.00,80.00,5.00,3780.00,1.90,7710.00,64500.00,970.00,6735.00,450.00,5085.00,1690.00,5105.00,1645.00,3455.00,2345.00,135.00,40.00,855.00,80.00,54.40,15.30,4955.00,4735.00
"5350401.19",5.90,1930.00,1622.00,964000.00,1350.00,1935.00,1075.00,0.00,205.00,380.00,15.00,260.00,3.30,5445.00,83000.00,1705.00,3625.00,955.00,2305.00,1400.00,2280.00,1100.00,1175.00,910.00,35.00,25.00,190.00,15.00,40.50,22.70,2795.00,2605.00
"5350401.20",6.70,1070.00,1740.00,1114000.00,1040.00,1105.00,815.00,0.00,0.00,275.00,10.00,0.00,3.70,3550.00,99000.00,990.00,2485.00,515.00,1640.00,1120.00,1375.00,635.00,745.00,560.00,25.00,20.00,130.00,10.00,43.50,17.70,1840.00,1775.00
"5350401.21",6.60,775.00,1568.00,1120000.00,1440.00,750.00,545.00,0.00,0.00,205.00,0.00,0.00,3.60,2400.00,98000.00,690.00,1780.00,345.00,1195.00,725.00,1065.00,425.00,645.00,525.00,25.00,0.00,85.00,0.00,43.30,16.10,1275.00,1220.00
"5350401.22",6.10,2520.00,2032.00,1175000.00,1860.00,2515.00,1030.00,545.00,660.00,50.00,10.00,230.00,3.20,6890.00,94000.00,1470.00,5415.00,565.00,3870.00,1985.00,3445.00,1085.00,2360.00,1695.00,105.00,70.00,455.00,40.00,48.40,16.80,4005.00,3840.00
"5350401.23",7.40,535.00,2230.00,1460000.00,1650.00,550.00,370.00,75.00,75.00,30.00,0.00,0.00,3.50,1645.00,115000.00,345.00,1325.00,145.00,870.00,505.00,850.00,315.00,540.00,390.00,10.00,10.00,125.00,0.00,50.30,11.60,945.00,935.00
"5350402.01",7.10,840.00,1830.00,1032000.00,2100.00,845.00,470.00,5.00,360.00,20.00,0.00,0.00,2.90,2095.00,118000.00,140.00,1925.00,40.00,1190.00,420.00,1520.00,535.00,980.00,645.00,70.00,15.00,230.00,20.00,55.40,11.60,1295.00,1235.00
"5350402.02",4.70,2390.00,2644.00,1306000.00,1928.00,2445.00,770.00,0.00,130.00,135.00,20.00,1380.00,2.40,5140.00,71000.00,420.00,4770.00,150.00,3435.00,1275.00,3535.00,980.00,2555.00,1590.00,160.00,120.00,520.00,160.00,54.70,14.60,3325.00,3200.00
"5350402.03",6.50,1190.00,2256.00,1174000.00,1960.00,1190.00,495.00,25.00,115.00,15.00,0.00,535.00,2.50,2625.00,95000.00,300.00,2310.00,55.00,1340.00,530.00,1800.00,580.00,1220.00,725.00,90.00,85.00,260.00,65.00,47.00,13.10,1410.00,1355.00
"5350402.04",7.20,1805.00,2034.00,1302000.00,2340.00,1800.00,1095.00,140.00,380.00,40.00,5.00,140.00,2.80,4255.00,121000.00,295.00,3990.00,70.00,2445.00,935.00,3070.00,770.00,2305.00,1405.00,175.00,75.00,590.00,60.00,53.40,12.40,2615.00,2525.00
"5350402.05",8.10,665.00,3420.00,2530000.00,3700.00,695.00,590.00,0.00,10.00,15.00,5.00,75.00,2.80,1760.00,147000.00,150.00,1625.00,25.00,925.00,395.00,1255.00,320.00,935.00,565.00,40.00,70.00,215.00,50.00,50.40,10.90,1000.00,955.00
"5350402.06",5.30,2400.00,2146.00,1374000.00,1644.00,2350.00,725.00,80.00,185.00,75.00,55.00,1225.00,2.50,5165.00,81000.00,715.00,4395.00,245.00,2905.00,1260.00,3245.00,1190.00,2055.00,1330.00,205.00,50.00,400.00,70.00,49.10,17.20,3030.00,2920.00
"5350402.07",7.10,740.00,2084.00,1122000.00,2040.00,755.00,495.00,0.00,240.00,20.00,0.00,0.00,2.70,1725.00,110000.00,210.00,1585.00,65.00,1040.00,375.00,1240.00,445.00,800.00,525.00,50.00,20.00,185.00,15.00,55.20,13.20,1140.00,1120.00
"5350402.08",6.40,2245.00,1902.00,1134000.00,2220.00,2240.00,1105.00,100.00,75.00,55.00,0.00,910.00,2.60,5140.00,105000.00,380.00,4765.00,60.00,2565.00,1080.00,3690.00,900.00,2790.00,1670.00,205.00,135.00,670.00,100.00,44.50,13.10,2620.00,2565.00
"5350402.09",6.30,1450.00,2056.00,1218000.00,1670.00,1450.00,725.00,15.00,130.00,25.00,10.00,545.00,2.50,3160.00,92000.00,260.00,2850.00,85.00,1770.00,775.00,2105.00,715.00,1385.00,915.00,100.00,35.00,295.00,45.00,49.40,13.50,1775.00,1725.00
"5350402.10",5.90,1535.00,1886.00,924000.00,1720.00,1505.00,380.00,55.00,610.00,35.00,330.00,90.00,2.60,3245.00,102000.00,275.00,2960.00,85.00,2100.00,665.00,2300.00,675.00,1625.00,1025.00,85.00,25.00,450.00,45.00,60.40,8.70,2135.00,2105.00
"5350402.12",3.60,2995.00,1632.00,666000.00,1920.00,3040.00,0.00,15.00,670.00,5.00,55.00,2290.00,2.00,5465.00,68500.00,630.00,4775.00,220.00,3430.00,1245.00,3550.00,1105.00,2450.00,1715.00,110.00,50.00,540.00,35.00,52.90,12.70,3275.00,3160.00
"5350402.13",8.70,1565.00,2100.00,1572000.00,2700.00,1565.00,1530.00,0.00,0.00,35.00,0.00,0.00,3.00,4125.00,150000.00,350.00,3775.00,40.00,2160.00,685.00,3110.00,825.00,2285.00,1530.00,175.00,85.00,455.00,40.00,50.80,11.00,2355.00,2305.00
"5350403.01",8.20,2145.00,2596.00,2180000.00,1310.00,2145.00,1805.00,0.00,260.00,0.00,80.00,0.00,3.20,6105.00,124000.00,800.00,5305.00,230.00,3395.00,1630.00,3725.00,1035.00,2690.00,1825.00,125.00,160.00,495.00,80.00,50.80,11.30,3490.00,3375.00
"5350403.04",7.00,1265.00,2104.00,1312000.00,2700.00,1260.00,795.00,260.00,200.00,0.00,0.00,0.00,3.30,3475.00,127000.00,565.00,3005.00,145.00,2250.00,735.00,2275.00,665.00,1610.00,1175.00,35.00,65.00,305.00,25.00,57.50,9.10,2255.00,2190.00
"5350403.05",7.10,1515.00,3020.00,1826000.00,2700.00,1540.00,1020.00,5.00,500.00,0.00,15.00,0.00,3.00,3845.00,132000.00,450.00,3315.00,110.00,2315.00,855.00,2495.00,740.00,1755.00,1125.00,70.00,65.00,470.00,30.00,54.50,11.80,2330.00,2275.00
"5350403.07",6.50,3655.00,2394.00,1310000.00,2460.00,3650.00,2230.00,510.00,900.00,15.00,5.00,0.00,3.40,10015.00,114000.00,1540.00,8475.00,570.00,6280.00,2490.00,6055.00,1920.00,4135.00,2855.00,140.00,95.00,925.00,120.00,51.70,17.00,6230.00,5945.00
"5350403.09",6.70,1425.00,2064.00,1266000.00,2420.00,1425.00,1105.00,135.00,175.00,5.00,5.00,0.00,3.40,4130.00,117000.00,580.00,3550.00,185.00,2485.00,980.00,2595.00,810.00,1785.00,1215.00,70.00,30.00,435.00,35.00,53.30,14.10,2560.00,2460.00
"5350403.10",5.90,1795.00,1962.00,1122000.00,2240.00,1795.00,790.00,230.00,600.00,0.00,0.00,175.00,3.20,4725.00,100000.00,795.00,3925.00,240.00,2875.00,1195.00,2745.00,855.00,1890.00,1390.00,85.00,20.00,380.00,15.00,54.10,11.40,2880.00,2750.00
"5350403.11",6.70,2975.00,2246.00,1192000.00,2220.00,2975.00,1775.00,625.00,565.00,5.00,0.00,0.00,3.60,8515.00,120000.00,1530.00,6985.00,580.00,5255.00,2110.00,4950.00,1710.00,3240.00,2245.00,175.00,30.00,755.00,30.00,54.90,14.40,5475.00,5205.00
"5350403.12",6.80,2740.00,2358.00,1141000.00,2180.00,2740.00,1895.00,320.00,510.00,10.00,0.00,0.00,3.60,7755.00,136000.00,1150.00,6610.00,405.00,5045.00,1920.00,4740.00,1615.00,3120.00,2275.00,215.00,50.00,545.00,35.00,60.50,11.30,5295.00,5100.00
"5350403.13",6.00,2415.00,1988.00,952000.00,2180.00,2415.00,935.00,130.00,1075.00,0.00,270.00,0.00,2.70,5530.00,103000.00,645.00,4880.00,205.00,3190.00,1475.00,3435.00,1295.00,2140.00,1485.00,145.00,40.00,415.00,55.00,50.10,14.50,3235.00,3120.00
"5350403.14",5.80,3575.00,2194.00,1124000.00,2016.00,3570.00,1775.00,600.00,420.00,15.00,5.00,760.00,3.20,9150.00,102000.00,1450.00,7695.00,555.00,5785.00,2210.00,5565.00,1870.00,3695.00,2525.00,235.00,55.00,790.00,90.00,55.10,14.50,5895.00,5640.00
"5350403.15",6.60,3955.00,2326.00,1362000.00,2310.00,3955.00,1905.00,590.00,1455.00,0.00,5.00,0.00,3.20,9745.00,121000.00,1240.00,8505.00,385.00,6630.00,1800.00,6760.00,1860.00,4900.00,3390.00,245.00,110.00,1065.00,85.00,58.40,10.80,6375.00,6155.00
"5350403.16",6.40,1520.00,2164.00,1100000.00,1790.00,1495.00,685.00,325.00,300.00,180.00,5.00,0.00,3.10,3655.00,107000.00,735.00,3005.00,285.00,2310.00,905.00,2140.00,790.00,1345.00,975.00,85.00,30.00,230.00,25.00,57.80,13.10,2490.00,2425.00
"5350410.02",6.20,1420.00,1764.00,960000.00,1240.00,1400.00,980.00,0.00,160.00,80.00,5.00,170.00,3.00,3720.00,113000.00,385.00,3370.00,130.00,2125.00,880.00,2500.00,1005.00,1490.00,895.00,130.00,55.00,345.00,70.00,55.30,12.60,2380.00,2320.00
"5350410.03",7.20,2420.00,2246.00,1488000.00,2300.00,2425.00,1550.00,0.00,285.00,40.00,105.00,440.00,2.80,5845.00,120000.00,505.00,5340.00,105.00,3240.00,1270.00,4095.00,1135.00,2960.00,1895.00,185.00,155.00,640.00,85.00,53.50,12.60,3575.00,3400.00
"5350410.04",7.70,1250.00,1976.00,1220000.00,1470.00,1210.00,910.00,5.00,145.00,150.00,0.00,0.00,3.10,3070.00,129000.00,305.00,2865.00,60.00,1670.00,720.00,2160.00,580.00,1580.00,935.00,130.00,60.00,405.00,50.00,52.90,12.20,1915.00,1860.00
"5350410.05",8.80,1875.00,2692.00,1998000.00,3100.00,1875.00,1730.00,0.00,90.00,50.00,0.00,0.00,3.20,5160.00,170000.00,395.00,4760.00,55.00,3060.00,975.00,3815.00,955.00,2860.00,1780.00,230.00,230.00,530.00,90.00,58.00,11.00,3360.00,3285.00
"5350410.07",7.90,1020.00,2036.00,1230000.00,1560.00,1045.00,920.00,0.00,0.00,125.00,0.00,0.00,3.30,2965.00,137000.00,375.00,2555.00,85.00,1640.00,500.00,2075.00,715.00,1365.00,865.00,125.00,35.00,285.00,50.00,55.40,14.90,1905.00,1830.00
"5350410.09",5.00,2040.00,1772.00,947000.00,1870.00,2040.00,610.00,0.00,220.00,90.00,0.00,1120.00,2.30,4265.00,81000.00,375.00,3815.00,105.00,2290.00,970.00,2875.00,1005.00,1870.00,1115.00,165.00,45.00,465.00,80.00,49.20,15.50,2450.00,2340.00
"5350410.10",5.80,1575.00,1840.00,961000.00,2140.00,1580.00,525.00,110.00,40.00,25.00,0.00,870.00,2.40,3380.00,104000.00,415.00,3045.00,70.00,1590.00,695.00,2355.00,825.00,1530.00,935.00,130.00,45.00,355.00,75.00,42.70,17.40,1785.00,1705.00
"5350410.11",7.10,1115.00,2232.00,1228000.00,1330.00,1155.00,720.00,10.00,230.00,80.00,0.00,120.00,3.40,2935.00,113000.00,355.00,2470.00,75.00,1560.00,650.00,1845.00,610.00,1235.00,730.00,105.00,45.00,305.00,50.00,56.30,10.40,1775.00,1710.00
"5350410.12",3.70,3890.00,1658.00,668000.00,1804.00,3895.00,0.00,0.00,325.00,0.00,75.00,3485.00,1.90,6460.00,61200.00,730.00,5730.00,155.00,3200.00,1550.00,4260.00,1520.00,2740.00,1640.00,250.00,120.00,580.00,145.00,44.90,15.50,3430.00,3325.00
"5350410.13",8.90,2000.00,2312.00,1638000.00,2360.00,2000.00,1695.00,0.00,205.00,95.00,0.00,0.00,3.20,5685.00,172000.00,600.00,5080.00,135.00,3335.00,1345.00,3775.00,1095.00,2680.00,1595.00,350.00,120.00,530.00,85.00,57.70,14.20,3825.00,3685.00
"5350410.14",7.30,1815.00,1858.00,1155000.00,2200.00,1810.00,1465.00,0.00,120.00,220.00,0.00,5.00,3.10,4940.00,130000.00,580.00,4365.00,90.00,3005.00,975.00,3415.00,1185.00,2225.00,1380.00,265.00,55.00,415.00,110.00,56.40,12.30,3175.00,3080.00
"5350410.15",6.50,595.00,1650.00,1044000.00,1420.00,590.00,385.00,15.00,135.00,55.00,5.00,0.00,3.00,1595.00,109000.00,315.00,1265.00,65.00,875.00,390.00,905.00,410.00,495.00,325.00,25.00,0.00,135.00,10.00,49.80,13.60,920.00,900.00
"5350411.01",5.80,1850.00,1754.00,921000.00,1740.00,1855.00,1110.00,0.00,0.00,235.00,15.00,495.00,2.80,4550.00,98000.00,655.00,3900.00,240.00,2665.00,1145.00,2795.00,1130.00,1665.00,1150.00,115.00,55.00,280.00,65.00,53.70,13.30,2830.00,2745.00
"5350411.04",7.50,1785.00,1724.00,1171000.00,1580.00,1780.00,1350.00,5.00,10.00,160.00,255.00,0.00,2.90,4675.00,122000.00,1040.00,3640.00,230.00,2595.00,1270.00,2450.00,1155.00,1290.00,835.00,110.00,10.00,295.00,40.00,51.70,13.10,2785.00,2730.00
"5350411.07",7.60,1375.00,1860.00,1352000.00,2280.00,1360.00,1180.00,15.00,30.00,95.00,40.00,0.00,3.10,3725.00,141000.00,685.00,3190.00,175.00,2325.00,1000.00,2225.00,995.00,1220.00,855.00,65.00,35.00,240.00,30.00,60.20,11.10,2620.00,2535.00
"5350411.08",3.90,3485.00,2074.00,810000.00,2004.00,3600.00,540.00,60.00,150.00,175.00,35.00,2635.00,2.10,6590.00,75500.00,665.00,5670.00,315.00,4470.00,1370.00,4345.00,1505.00,2840.00,1895.00,175.00,95.00,610.00,65.00,65.90,12.90,4795.00,4605.00
"5350411.09",6.40,1860.00,2046.00,1086000.00,1960.00,1860.00,740.00,530.00,540.00,25.00,25.00,0.00,3.30,5140.00,130000.00,565.00,4575.00,180.00,3300.00,1300.00,3305.00,1105.00,2200.00,1360.00,205.00,45.00,525.00,65.00,60.90,12.90,3600.00,3535.00
"5350411.12",7.10,1565.00,1906.00,1099000.00,2080.00,1560.00,930.00,55.00,540.00,35.00,0.00,0.00,3.40,4620.00,138000.00,805.00,3815.00,250.00,2770.00,1435.00,2400.00,1215.00,1180.00,830.00,105.00,35.00,190.00,15.00,60.20,12.60,3175.00,3080.00
"5350411.15",6.90,1400.00,1852.00,1104000.00,1860.00,1375.00,835.00,55.00,160.00,110.00,190.00,0.00,3.00,3560.00,118000.00,810.00,2840.00,250.00,2030.00,1010.00,1895.00,890.00,1005.00,705.00,60.00,20.00,210.00,15.00,55.50,11.50,2295.00,2250.00
"5350411.16",7.20,2235.00,2700.00,1640000.00,2170.00,2235.00,1515.00,120.00,330.00,25.00,115.00,125.00,3.20,5875.00,136000.00,740.00,5130.00,245.00,3740.00,1580.00,3620.00,1495.00,2120.00,1385.00,165.00,95.00,420.00,65.00,62.60,11.20,4145.00,4050.00
"5350411.17",7.70,2855.00,3480.00,1828000.00,3020.00,2855.00,2775.00,50.00,25.00,10.00,0.00,0.00,3.60,7745.00,155000.00,770.00,6970.00,200.00,5375.00,1485.00,5530.00,1440.00,4090.00,2555.00,415.00,155.00,890.00,75.00,62.30,10.00,5360.00,5230.00
"5350411.18",7.00,3085.00,2744.00,1320000.00,2730.00,3085.00,2185.00,505.00,375.00,15.00,5.00,0.00,3.60,8450.00,152000.00,955.00,7500.00,265.00,5915.00,1600.00,5940.00,1745.00,4200.00,2585.00,320.00,105.00,1080.00,110.00,64.60,11.70,6180.00,5980.00
